Loc ID,Route,BMP,Start,EMP,End,K Factor %,D Factor %,T Factor %,AADT_1-AADT 2022,AADT_2-AADT 2042
101508,SR-260,266.9,W Control Rd,282.2,Rim Rd,9,55,10.0,10273,13260
101510,SR-260,282.1,Rim Rd,289.8,Old Rim Rd,10,56,10.0,8864,10350
101511,SR-260,289.7,Old Rim Rd,303.7,White Cliff Dr,11,55,12.0,8212,11993
101512,SR-260,303.7,White Cliff Dr,305.8,SR-277,11,55,10.0,10431,16387
101514,SR-260,305.7,SR-277,308,Mogollon Dr,12,58,12.0,7194,11302
101516,SR-260,308,Mogollon Dr,309.5,Columbia Ln,14,52,13.0,5290,8311
101518,SR-260,309.5,Columbia Ln,322.1,Sawmill Rd,12,61,15.0,4639,6775
102312,SR-260,322.1,Sawmill Rd,327.1,Pinedale Rd,12,60,18.0,4619,7256
101519,SR-260,327.1,Pinedale Rd,332.9,Burton Rd,12,57,16.0,5217,8196
101520,SR-260,332.9,Burton Rd,337.7,N 43rd Ave,9,60,9.0,6494,8464
101521,SR-260,337.7,N 43rd Ave,340,US-60,10,53,8.0,14496,26694
101522,SR-260,341.4,US-60,342.4,S Bushman,9,51,8.0,21087,38832
101524,SR-260,342.5,S Bushman,345.5,E Show Low Lake Rd,9,52,8.0,32839,42800
101526,SR-260,345.7,E Show Low Lake Rd,350.7,N Woodland Rd,9,51,2.0,24795,38953
101528,SR-260,350.7,N Woodland Rd,353.5,S Penrod Dr,9,50,8.0,23291,30356
101530,SR-260,353.6,S Penrod Dr,357.6,SR-73,10,53,4.0,16992,24815
101531,SR-260,357.6,SR-73,360.8,N Cady Ave,11,52,5.0,3472,5902
101532,SR-260,360.7,N Cady Ave,368.6,SR-473,11,52,8.0,2172,3698
101533,SR-260,368.6,SR-473,377.4,SR-273,24,63,17.0,1633,3193
101534,SR-260,377.4,SR-273,385.6,SR-373,18,58,9.0,1079,1837
101535,SR-260,385.6,SR-373,393,SR-261,12,53,7.000000000000001,1763,3002
101536,SR-260,393,SR-261,395.4,N River Rd,16,54,9.0,1794,3178
101537,SR-260,395.4,N River Rd,396.2,N Main St,10,52,8.0,3387,6266
101538,SR-260,396.1,N Main St,398.4,US-191,12,55,17.0,1650,2923
101543,SR-261,394.4,SR-273,411.7,490 ft S of Big Ditch,16,70,16.0,245,479
101544,SR-261,411.7,490 ft S of Big Ditch,412.3,SR-260,11,63,25.0,378,699
101545,SR-264,321.7,US 160,322.9,Indian Rural Route 115,7,55,30.0,2245,4794
101546,SR-264,323.4,Indian Rural Route 115,367.5,390 ft S of 0264,9,52,6.0,716,950
101547,SR-264,367.1,390 ft S of 0264,373,BIA002,11,55,13.0,1436,2256
101548,SR-264,373,BIA002,384.2,SR-87,11,56,11.0,2133,3351
101549,SR-264,384.2,SR-87,391.9,BIA508,11,64,9.0,2612,4103
101550,SR-264,391.9,BIA508,396,BIA060,11,67,14.000000000000002,1798,2825
101551,SR-264,395.9,BIA060,411.2,BIA006,11,53,14.000000000000002,1543,2263
101552,SR-264,411.2,BIA006,441,BIA 015,10,63,9.0,1735,2954
101553,SR-264,441,BIA 015,446.3,Rd to Ganado (Hubble) Trading Post,10,58,19.0,5954,9439
101554,SR-264,446.3,Rd to Ganado (Hubble) Trading Post,446.9,US-191,11,59,8.0,6176,10515
101555,SR-264,446.9,US-191,448.3,BIA 027,11,59,10.0,5329,9073
101556,SR-264,448.3,BIA 027,475.5,BIA012,10,58,12.0,5927,9396
101557,SR-264,475.5,BIA012,476.1,New Mexico State Line,11,59,17.0,15808,26915
101559,SR-266,104.5,US-191,123.7,W Bonita Klondyke,9,55,21.0,227,356
101560,SR-273,377.4,SR-260,381.3,R 58,16,54,17.0,734,1250
102311,SR-273,381.5,R 58,394,SR-261,16,63,18.0,514,1005
101561,SR-273,394.1,SR-261,396.6,FH113,16,53,7.000000000000001,631,1074
101562,SR-277,305.7,SR-260,312.5,SR-377,10,52,8.0,4591,7212
101563,SR-277,312.6,Globe 8354/Holbrook 8750 DB,321.2,SR-277S,6,51,18.0,1348,2292
101564,SR-277,321.2,SR-277S,324.6,Pulp Mill Rd,9,51,21.0,1863,2927
101565,SR-277,324.6,Pulp Mill Rd,332.4,N Freeman Hollow Rd,11,50,20.0,1131,1777
101566,SR-277,332.4,N Freeman Hollow Rd,336.4,SR-77,10,54,3.0,6095,13434
101567,SR-286,0.1,S Sasabe Hwy,12,W Arivaca Sasabe Rd,10,52,20.0,373,529
101568,SR-286,12.2,W Arivaca Sasabe Rd,42,W Diamond Bell Ranch Rd,11,59,20.0,387,545
101569,SR-286,42.1,W Diamond Bell Ranch Rd,45.3,SR-86,10,64,9.0,1372,1944
101570,SR-287,111.7,SR-387,112.1,N Walnut Ave,9,62,16.0,9949,24528
101572,SR-287,112.1,N Walnut Ave,112.8,N Trekell Rd,9,52,4.0,18804,47273
101574,SR-287,112.8,N Trekell Rd,113.7,N Peart Rd,9,51,4.0,24943,61494
101576,SR-287,113.7,N Peart Rd,114.2,N Arizola Rd,9,50,6.0,24915,62636
101578,SR-287,114.2,N Arizola Rd,115.8,N Camino Del Norte,8,50,5.0,25068,63020
101578,SR-287,114.2,N Arizola Rd,115.8,N Camino Del Norte,9,52,6.0,25363,63762
101580,SR-287,115.8,N Mission Pkwy,117.7,N Overfield Rd,9,54,11.0,7498,18485
101581,SR-287,117.7,N Overfield Rd,122.8,N Eleven Mile Corner Rd,11,53,8.0,5833,12449
101582,SR-287,122.8,N Eleven Mile Corner Rd,125.8,SR-87,8,54,4.0,8805,20193
101583,SR-287,134.8,Chin Rd,137.6,N Attaway Rd,9,51,11.0,13891,29647
101584,SR-287,137.6,N Attaway Rd,142.8,S Main St,7,62,13.0,9811,20939
101585,SR-288,258.1,SR-188,304.5,N Young Transfer Stati Rd,15,60,7.000000000000001,127,235
101586,SR-288,303.6,N Young Transfer Stati Rd,311.5,W FS 200 Rd,12,51,,82,104
101587,SR-289,0.2,I-19 Front nonCard,1.9,Old Ruby Rd,10,70,2.0,1235,2406
101588,SR-289,2.1,Old Ruby Rd,10.6,Pena Blanca Lake Rd,9,54,5.0,293,422
101589,SR-303,102.7,SR-303 Exit 1 Crossing,104.7,I-10 Exit 124 A1-Ramp,8,57,14.000000000000002,52552,82719
101591,SR-303,104.6,I-10 Exit 124 A1-Ramp,105.2,Nb Sr303 Ex 105 On Ramp,9,54,12.0,61529,96849
101592,SR-303,105.2,Nb Sr303 Ex 105 On Ramp,106.2,Indian School Rd,9,54,11.0,67700,106562
101593,SR-303,106.2,Indian School Rd,107.2,Camelback Rd,9,54,10.0,67575,89573
101594,SR-303,107.2,Camelback Rd,108.2,Bethany Home Rd,9,54,10.0,63910,107848
101595,SR-303,108.2,Bethany Home Rd,109.2,Glendale Ave,8,53,10.0,62595,105629
101596,SR-303,109.2,Glendale Ave,110.2,Northern Ave,9,54,10.0,64240,108405
101597,SR-303,110.2,Northern Ave,111.2,Olive Peo Ave,9,50,10.0,60750,102516
101598,SR-303,111.2,Olive Peo Ave,112.2,Peoria Ave,8,54,11.0,56733,95737
101599,SR-303,112.2,Peoria Ave,113.2,Cactus Rd,8,56,10.0,64120,100927
101600,SR-303,113.2,Cactus Rd,114.2,Waddell Rd,9,50,7.000000000000001,71024,94144
101601,SR-303,114.2,Waddell Rd,115.2,Greenway Rd,9,57,9.0,51608,81233
101602,SR-303,115.2,Greenway Rd,116.2,Bell Rd,9,56,11.0,76967,121149
101603,SR-303,116.2,Bell Rd,119.3,US-60,9,64,10.0,41772,65751
101606,SR-303,119.3,US 60 (Grand Ave) Connector Rd,122.1,Surprise TB,11,51,10.0,32424,42979
101607,SR-303,122.1,Surprise TB,123.7,El Mirage Rd,10,59,10.0,17041,28757
101608,SR-303,123.7,El Mirage Rd,125.7,Happy Valley Pkwy,10,68,10.0,39375,66445
101610,SR-303,125.7,Happy Valley Pkwy,127.9,Lone Mountain Peo Pkwy,11,77,25.0,22417,29714
101611,SR-303,127.9,Lone Mountain Peo Pkwy,131.7,Lake Pleasant Pkwy,11,68,21.0,26304,44388
102291,SR-303,131.7,Lake Pleasant Pkwy,134.2,I-17 Front nonCard,11,66,9.0,29452,39040
101612,SR-303,134.2,Exit 131 Lake Pleasant Pkwy,139.1,I-17 Front nonCard,11,66,12.0,23447,36906
101614,SR-347,160.8,SR-84,165.2,W Louis Johnson Dr,7,72,19.0,3674,7841
101615,SR-347,165.3,W Louis Johnson Dr,168.5,W Papago Rd,6,55,22.0,5445,11621
101616,SR-347,168.5,W Papago Rd,171.5,Farrell,7,52,16.0,7526,18554
101617,SR-347,171.5,Farrell,172,W Juan St,9,51,6.0,15216,38253
102292,SR-347,172,W Juan St,172.5,W Bowlin Rd,9,57,10.0,15838,39816
102293,SR-347,172.5,W Bowlin Rd,173.1,W Honeycutt Ave,7,54,9.0,17430,43818
102294,SR-347,173.1,W Honeycutt Ave,173.4,W Maricopa-Casa Grande Hwy,8,56,6.0,27217,68423
101618,SR-347,173.4,W Maricopa-Casa Grande Hwy,174,W Edison Rd,8,62,4.0,33869,83500
101620,SR-347,174,W Edison Rd,174.5,SR-238,8,62,4.0,35950,90377
101621,SR-347,174.5,SR-238,175.4,W Cobblestone Farms Dr,8,64,9.0,44691,112352
101622,SR-347,175.4,W Cobblestone Farms Dr,185.3,Riggs Rd,6,68,8.0,57167,122011
101623,SR-347,185.3,Riggs Rd,187.5,Maricopa Rd,8,65,9.0,45117,80675
101624,SR-347,187.4,Maricopa Rd,189.4,Queen Creek Rd,8,65,11.0,36448,46267
101634,SR-366,113.5,US-191,115.3,W Boulder Ln,11,89,21.0,675,993
101635,SR-366,115.8,W Boulder Ln,143.2,FH508,17,64,20.0,688,1078
101636,SR-373,385.5,SR-260,390.1,County 1120 Rd,13,53,5.0,1106,2162
101637,SR-377,0,Globe 8354/Holbrook 8750 DB,33.8,SR-77,15,53,6.0,3665,6231
101638,SR-386,0,SR-86,12.1,Kitt Peak Observatory,18,59,8.0,132,186
102319,SR-387,0,SR-287,0.5,W McMurray Blvd,9,53,10.0,17626,44311
101639,SR-387,0.5,W McMurray Blvd,1,W Cottonwood Ln,9,55,12.0,15631,39296
101641,SR-387,1,W Cottonwood Ln,2,W Kortsen Rd,9,51,11.0,19850,48938
101643,SR-387,2,W Kortsen Rd,3,E Rodeo Rd,10,52,9.0,25126,63166
101645,SR-387,3,E Rodeo Rd,6.6,W Hopi Dr,9,51,9.0,27759,68436
101646,SR-387,6.6,W Hopi Dr,8.4,I-10 Exit 185 G-Ramp,8,54,10.0,19440,48872
101647,SR-387,8.7,I-10 Exit 185 J-Ramp,8.8,SR-187,7,62,10.0,13470,31190
101648,SR-387,8.7,SR-187,15.7,SR-87,8,63,24.0,4784,12442
101651,SR-389,0,Highway 389,2.4,S Central St,14,56,11.0,6790,9751
101652,SR-389,2.4,S Central St,4.4,E Cane Beds Rd,9,61,10.0,6915,10697
101653,SR-389,4.4,E Cane Beds Rd,19.2,Pipe Spring Rd,8,57,18.0,2518,3202
101654,SR-389,19.2,Pipe Spring Rd,30.4,Six Mile Village Rd,7,58,12.0,3388,5241
101655,SR-389,30.3,Six Mile Village Rd,32,Altus Ln,7,59,23.0,3807,5889
102295,SR-389,31.8,Altus Ln,32.3,US-89A,8,51,19.0,3896,5169
101656,SR-473,0,SR-260,9.8,Hawley Lake Dr,16,55,16.0,134,262
101657,SR-564,374.3,US-160,383.4,Navajo National Monument,12,55,8.0,386,656
101658,SR-587,218.8,Hunt Hwy,225.3,Highway 587,8,53,13.0,11577,26806
101659,SR-989,34,SR-989 nonCard,36,SR-77,55,9,7.000000000000001,10844,14553
101661,SR-89A,317.6,SR-89,318.3,Larry Caldwell Dr (A),7,59,4.0,48064,82560
101662,SR-89A,318.5,Larry Caldwell Dr (A),322.1,N Glassford Hill Rd,11,59,7.000000000000001,36880,57133
101663,SR-89A,322.1,N Glassford Hill Rd,323.4,N Viewpoint Dr NB,7,62,6.0,44464,76376
101664,SR-89A,323.4,N Viewpoint Dr NB,324.5,SR-89S (A),7,64,7.000000000000001,26240,45073
101665,SR-89A,324.4,SR-89S (A),330.1,N Old Fain Rd,9,54,7.000000000000001,2626,3645
101666,SR-89A,330.1,N Old Fain Rd,343.8,Hull Rd,9,54,8.0,2064,2612
101667,SR-89A,343.9,Hull Rd,344.3,Jerome Ave,9,52,6.0,2473,4550
101668,SR-89A,344.5,Jerome Ave,345.3,Dundee Ave,9,51,7.000000000000001,3580,6149
101669,SR-89A,345.3,Dundee Ave,348.4,Turquoise Way,9,55,5.0,3787,4792
101670,SR-89A,348.4,Turquoise Way,349,Cement Plant Rd,9,57,4.0,4604,7908
101671,SR-89A,349,Cement Plant Rd,349.8,Lisa St WB,8,55,6.0,8930,12395
101672,SR-89A,349.8,Lisa St WB,351.2,Black Hills Dr WB,8,52,8.0,13686,23509
101673,SR-89A,351.2,Black Hills Dr WB,352.3,S 6th St,8,58,11.0,14180,24357
101675,SR-89A,352.5,S 8th St,353.1,E Cottonwood St,8,58,12.0,23643,40612
101676,SR-89A,352.3,S 6th St,352.5,S 8th St,8,60,14.000000000000002,20073,27863
101678,SR-89A,353.1,E Cottonwood St,355.2,SR-260,9,77,12.0,16976,29160
101681,SR-89A,355.2,SR-260,356.1,E Zalesky Rd,8,50,10.0,20582,33979
101683,SR-89A,356.1,E Zalesky Rd,357.1,E Cornville Rd,8,53,9.0,16434,28229
101684,SR-89A,357.1,E Cornville Rd,362.6,SR-89A Exit 362 J-Ramp,9,59,10.0,13463,22226
101685,SR-89A,362.6,SR-89A Exit 362 J-Ramp,369.6,Upper Red Rock Loop Rd,9,59,12.0,12785,19510
101686,SR-89A,369.8,Upper Red Rock Loop Rd,370.9,Dry Creek Rd,10,63,9.0,23100,39679
101687,SR-89A,371,Dry Creek Rd,371.6,Andante Dr,9,55,10.0,21667,35770
101689,SR-89A,371.6,Andante Dr,372.2,Coffee Pot Dr,9,50,9.0,26170,44953
101690,SR-89A,372.2,Coffee Pot Dr,372.5,Mountain Shadows Dr,9,51,12.0,26845,46112
101691,SR-89A,372.5,Mountain Shadows Dr,373.1,N Airport Rd,11,52,21.0,11242,19311
101693,SR-89A,373,N Airport Rd,373.5,Rolling Hills Rd,10,52,3.0,23883,41069
101695,SR-89A,373.4,Rolling Hills Rd,374,SR-179,10,53,8.0,21385,40196
101697,SR-89A,373.9,SR-179,374.2,Arroyo Roble Dr,9,51,13.0,12471,26633
101699,SR-89A,374.2,Arroyo Roble Dr,375,Purtymun Ln,10,58,4.0,7826,16713
101700,SR-89A,375.2,Purtymun Ln,397.1,Forest Highlands Dr,11,58,5.0,6301,8359
101701,SR-89A,397.2,Forest Highlands Dr,399.1,I-17 Exit 337 C-Ramp,10,54,2.0,7832,16726
101702,SR-89A,401.6,I-17 nonCard,401.8,W Forest Meadows St WB,8,54,13.0,31945,60045
101704,SR-89A,401.9,W Forest Meadows St WB,402.2,W University Ave,8,52,4.0,29768,55953
101706,SR-89A,402.2,W University Ave,402.9,W Route 66,9,51,5.0,27756,52171
101715,SR-180A,343.1,US-180,354.3,SR-61,13,50,15.0,234,457
101716,SR-8B,0,Winterhaven Dr,0.5,W 3rd St,9,56,6.0,19721,21061
101717,SR-8B (1),0.5,W 3rd St,1.1,W 8th St,8,50,3.0,15503,22456
101719,SR-8B (1),1.1,W 8th St,2.1,US-95,8,56,4.0,16900,18049
101721,SR-8B (1),2.1,US-95,3.1,W 24th St,9,51,5.0,19632,28437
101723,SR-8B (1),3.1,W 24th St,4.5,S Arizona Ave,9,55,7.000000000000001,15431,16480
101724,SR-8B (1),4.5,S Arizona Ave,5.5,S Pacific Ave,9,54,4.0,26652,28464
101725,SR-8B (1),5.5,S Pacific Ave,6.5,SR-280,9,54,7.000000000000001,27564,29438
101726,SR-8B (1),6.6,SR-280,7.6,S Avenue 4 E,9,53,6.0,20392,29930
101726,SR-8B (1),7.5,S Avenue 4 E,10,SR-195,7,56,5.0,20879,30645
101727,SR-8B (1),10,SR-195,11.5,E 32nd St,9,55,6.0,21305,31270
101729,SR-8B (3),117,I-8,118.5,Harrington Ave,8,69,27.0,12314,22019
101730,SR-8B (3),118.5,Harrington Ave,120.4,SR-85,8,69,22.0,15358,27462
101733,SR-8B (3),120.5,SR-85,122.8,I-8 Exit 119 J-Ramp,7,51,,3448,6165
101739,SR-10B (1),17,S Quartzsite Blvd,18.5,US-95,11,53,39.0,3706,6852
101741,SR-10B (1),19.6,N Riggles Ave,19.7,I-10 Exit 19 C-Ramp,11,55,27.0,3666,6357
101743,SR-10B (3),303.8,I-10 Exit 303 A-Ramp,304.6,S Ocotillo St,8,53,14.000000000000002,9265,15088
101745,SR-10B (3),304.8,S Ocotillo St,305.4,N Patagonia St,8,51,15.0,13677,26885
101746,SR-10B (3),305.4,N Patagonia St,305.7,SR-80,9,56,13.0,16331,26595
101747,SR-10B (3),305.3,SR-80 nonCard,306.5,I-10 Exit 306 G-Ramp,8,64,14.000000000000002,4328,7048
101748,SR-10B (4),336.6,I-10 Exit 336 A-Ramp,339.4,S Arizona Ave,9,52,21.0,1606,2615
101749,SR-10B (4),339.4,S Arizona Ave,340.1,SR-186,8,52,24.0,1694,3330
101750,SR-10B (4),340.1,SR-186,340.8,SR-186,11,51,14.000000000000002,1784,3507
101751,SR-10B (4),340.6,SR-186,344.5,I-10 Exit 344 I-Ramp,11,59,14.000000000000002,1722,2804
101752,SR-10B (5),362.4,I-10 Exit 362 F-Ramp,364.4,N Apache Pass Rd,10,52,17.0,681,1195
101753,SR-10B (5),364.5,N Apache Pass Rd,366.6,I-10 Exit 366 J-Ramp,9,56,11.0,565,1695
101754,SR-10B (6),379,I-10 Exit 378 A-Ramp,380.2,N Cochise Ave,8,54,25.0,899,1578
101755,SR-10B (6),380.1,N Cochise Ave,381.8,I-10 Front nonCard,7,73,18.0,515,1545
101756,SR-19B (1),0,Tucson 8153 DB,0.7,N Arroyo Blvd,7,50,35.0,6486,7566
101757,SR-19B (1),0.7,SR-19B nonCard (1),1.6,SR-82,8,52,15.0,14428,21600
101757,SR-19B nonCard (1),0,Tucson 8153 DB,0.7,N Grand Ave,8,54,16.0,6645,9948
101759,SR-19B (1),1.6,SR-82,2.8,SR-189,9,51,20.0,18622,21724
101761,SR-19B (1),2.8,SR-189,4,SR-19B nonCard (1),8,57,9.0,21530,25116
101763,SR-19B (1),4,SR-19B nonCard (1),4.6,N Old Tucson Rd,11,51,10.0,20094,23441
101764,SR-19B (1),4.4,N Old Tucson Rd,4.9,I-19 Front,8,57,8.0,12057,18051
101768,SR-40B (1),138.6,I-40 Exit 121 C-Ramp,139.7,W Old Highway 66,10,66,61.0,1433,2637
101769,SR-40B (1),139.9,W Old Highway 66,140.6,N Main St,10,59,9.0,2669,4911
101771,SR-40B (1),140.5,N Main St,142.9,I-40 Exit 123 J-Ramp,11,50,14.000000000000002,1070,1969
101772,SR-40B (2),144.7,I-40 Exit 144 C-Ramp,145,W Lewis Ave,11,54,24.0,1049,1693
101773,SR-40B (2),145,W Lewis Ave,145.9,E Lewis Ave,10,100,64.0,1426,2624
101773,SR-40B nonCard (2),145.3,W Park Ave,146.2,W Park Ave,9,100,13.0,1514,2786
101774,SR-40B (2),146,E Lewis Ave,146.1,I-40 (Exit 146) - East end of Ash Fork,10,52,15.0,2169,3500
101775,SR-40B (4),190.5,I-40 Exit 191 F-Ramp,191.7,S Flagstaff Ranch Rd,10,50,36.0,2438,4170
101776,SR-40B (4),191.7,S Flagstaff Ranch Rd,193.4,S Woody Mountain Rd,9,51,5.0,5887,10070
101777,SR-40B (4),193.4,S Woody Mountain Rd,194.6,S Woodlands Village Blvd,11,59,7.000000000000001,15025,32087
101778,SR-40B (4),194.8,S Woodlands Village Blvd,195.5,SR-89A,8,51,14.000000000000002,20633,35480
101779,SR-40B (4),195.5,SR-89A,196.1,US-180,8,56,12.0,31948,54937
101781,SR-40B (4),196.1,US-180,197.2,N Switzer Canyon Dr,8,55,9.0,18223,31336
101783,SR-40B (4),197.2,N Switzer Canyon Dr,198.7,N Fourth St,9,53,7.000000000000001,23609,44376
101785,SR-40B (4),198.7,N Fourth St,200.5,N Fanning Dr,9,51,11.0,23588,40562
101787,SR-40B (4),200.5,N Fanning Dr,200.8,US-89,9,59,9.0,30255,56868
101787,US-89,200.8,SR-40B nonCard,201,SR-40B nonCard,8,57,10.0,29452,55359
101790,SR-40B (7),274.5,I-40 Exit 274 C-Ramp,275.7,Westover St,10,55,9.0,752,1181
101791,SR-40B (7),275.8,Westover St,277.1,I-40 Exit 277 J-Ramp,10,55,11.0,1586,2696
101792,SR-40B (8),285.1,I-40 Exit 285 G-Ramp,286.7,SR-77,9,50,14.000000000000002,4669,7937
101794,SR-40B (8),286.7,SR-77,287,E Florida St,9,50,12.0,12164,22400
101796,SR-40B (8),287,E Florida St,287.4,I-40 Exit 286 G-Ramp,9,56,9.0,13367,19521
101798,SR-40B (8),287.6,I-40 Exit 286 C-Ramp,288.4,W Hermosa Dr,8,52,13.0,8876,16345
101800,SR-40B (8),288.3,W Hermosa Dr,289.8,I-40 Exit 289 J-Ramp,8,50,17.0,4559,7750
101803,SR-79B,132,SR-79,132.7,SR-287,9,59,20.0,2291,6529
101804,SR-79B,132.7,SR-287,133.5,E Butte Ave,8,60,14.000000000000002,6708,16538
101805,SR-79B,133.5,E Butte Ave,134,SR-79,8,56,11.0,7001,17260
101807,SR-89S (A),324.3,SR-89A,327.6,E Lakeshore Dr,10,53,9.0,13479,21750
102289,SR-89S (A),327.6,E Lakeshore Dr,331.5,SR-69,7,53,17.0,12055,18675
100194,SR-90S,317.2,SR-90,317.5,N Buffalo Soldier Trl,9,64,16.0,10539,18082
100195,SR-90S,316.9,Hatfield St,317.2,SR-90,11,87,15.0,12297,15269
101808,SR-95A,143.4,State Highway 95,144.2,California State Line,7,54,24.0,6968,12883
101810,SR-95S (2),158.3,SR-95,159.1,Parker Dam Rd,16,65,11.0,854,1093
101814,SR-266S,123.1,SR-266,126.1,W 5th St,13,56,17.0,269,605
101815,SR-277S,321,SR-277,322.2,Driveway (358),12,57,19.0,502,737
101816,US-60,30.3,I-10,30.5,I-10 Exit 31 F-Ramp,9,60,28.000000000000004,950,1593
101817,US-60,31.4,I-10 Exit 31 J-Ramp,36.5,Avenue 42,7,56,22.0,1381,2183
101818,US-60,36.6,Avenue 42,42.8,Stutz Well Rd,17,55,8.0,1645,2600
101819,US-60,42.8,Stutz Well Rd,45.9,Vicksburg Rd,7,51,46.0,1357,2145
101820,US-60,45.9,Vicksburg Rd,49.6,SR-72,8,51,45.0,1403,2218
101821,US-60,49.6,SR-72,56.5,Navajo St,8,52,15.0,2367,3741
101822,US-60,56.5,Navajo St,61.5,Second St,8,54,17.0,2216,3503
101823,US-60,61.5,Second St,84.2,Eagle Eye Rd,16,62,13.0,2097,3315
101824,US-60,84.2,Eagle Eye Rd,86.1,SR-71,6,51,19.0,2923,4933
101825,US-60,86,SR-71,105.7,Sabin Brown Rd,8,51,54.0,1742,2479
101826,US-60,105.6,Sabin Brown Rd,107.7,Vulture Mine Rd,7,50,19.0,5068,7213
101827,US-60,107.7,Vulture Mine Rd,108.5,Country Club Wbg Dr,8,51,14.000000000000002,11734,18470
101829,US-60,108.5,Country Club Wbg Dr,109.3,Mariposa Wbg Dr,6,57,18.0,16516,23508
101831,US-60,109.3,Mariposa Wbg Dr,110.3,US-93X,6,51,17.0,15061,23707
101833,US-60,110.3,US-93X,110.5,US-93,6,51,13.0,12513,19696
101835,US-60,110.5,US-93,113,Mockingbird Rd,11,60,8.0,21085,37703
101837,US-60,113,Mockingbird Rd,116.1,US-60 Exit 116 R-Ramp,7,59,13.0,19924,33622
101838,US-60,116.1,US-60 Exit 116 R-Ramp,117.8,San Domingo Peak Trl,5,58,15.0,16882,28488
101839,US-60,117.8,San Domingo Peak Trl,118.4,McCarroll Rd,5,53,8.0,16532,27898
101840,US-60,118.4,McCarroll Rd,120.1,SR-74,5,54,12.0,15628,26372
101841,US-60,120.1,SR-74,121,Gates Rd,5,51,15.0,16422,27712
101842,US-60,120.9,Gates Rd,124.7,London Rd,5,53,18.0,18592,33245
101843,US-60,124.7,London Rd,128.6,Center Mma St,6,72,23.0,14895,25135
101844,US-60,128.7,Center Mma St,130.9,203rd Ave,6,57,21.0,18093,30532
101845,US-60,130.9,203rd Ave,132.4,Patton Rd,5,53,18.0,20767,35044
101846,US-60,132.4,Patton Rd,133.9,Jomax Rd,6,50,16.0,24536,38621
101847,US-60,133.9,Jomax Rd,135.2,Happy Valley Rd,6,53,15.0,25844,40679
101848,US-60,135.2,Happy Valley Rd,137,Deer Valley Rd,6,52,18.0,27659,43536
101849,US-60,137,Deer Valley Rd,137.9,163rd Ave,8,50,23.0,22605,35581
101850,US-60,137.9,163rd Ave,138.5,SR-303 nonCard,8,52,14.000000000000002,31526,40019
101851,US-60,138.5,SR-303 nonCard,139.6,Sunrise Sur Blvd,9,62,9.0,30539,48069
101852,US-60,139.6,Sunrise Sur Blvd,140.9,Reems Rd,9,56,8.0,26844,42253
101853,US-60,140.9,Reems Rd,142.8,Bell Rd,9,53,8.0,26057,33077
101854,US-60,142.8,Bell Rd,143.4,Dysart Rd,8,51,6.0,38254,60213
101855,US-60,143.4,Dysart Rd,144.3,Greenway Rd,9,54,8.0,25898,40764
101856,US-60,144.3,Greenway Rd,145.6,Thunderbird Rd,7,53,24.0,27772,43714
101857,US-60,145.6,Thunderbird Rd,146.6,111th Ave,7,53,19.0,51094,86221
101858,US-60,146.6,111th Ave,147.1,107th Ave,8,56,8.0,53599,90448
101859,US-60,147.1,107th Ave,147.6,103rd Ave,8,53,21.0,35147,59311
101860,US-60,147.6,103rd Ave,148.2,99th Ave,8,55,14.000000000000002,54453,91889
101861,US-60,148.2,99th Ave,148.9,SR-101 Exit 11 J-Ramp,8,52,8.0,59686,100720
101862,US-60,149,SR-101 Exit 11 A-Ramp,149.2,91st Ave,6,64,4.0,40613,63926
101863,US-60,149.3,91st Ave,149.9,87th Ave,9,56,6.0,31962,50309
101864,US-60,149.9,87th Ave,150.2,85th Ave,9,53,6.0,32517,51183
102303,US-60,150.2,85th Ave,150.5,Peoria Ave,8,58,9.0,32072,50482
101865,US-60,150.5,Peoria Ave,151.3,Purdue Ave,8,61,5.0,30696,48317
102304,US-60,151.3,Purdue Ave,151.9,Olive Peo Ave,8,64,6.0,30598,38841
101866,US-60,151.9,Olive Peo Ave (A),153.4,Northern Ave,9,58,5.0,37120,62640
101867,US-60,153.4,Northern Ave,154.7,Glendale Ave,8,69,7.000000000000001,27736,43657
101868,US-60,154.8,Glendale Ave,156.2,Bethany Home Rd,8,69,3.0,48336,76083
101869,US-60,156.2,Bethany Home Rd,157.6,43rd Ave,8,65,3.0,45185,71123
101870,US-60,157.6,43rd Ave,159,35th Ave,10,73,10.0,46774,73624
101871,US-60,158.8,35th Ave,159.5,31st Ave,9,67,12.0,41055,64622
102316,US-60,159.5,31st Ave,160.3,US-60X,8,68,12.0,38320,70580
101872,US-60,172,US-60 Exit 172 Y-Ramp,172.3,Priest Dr,6,68,6.0,136865,215430
101873,US-60,172.3,Priest Dr,173.6,Mill Ave,8,52,7.000000000000001,195288,307390
101874,US-60,173.7,Mill Ave,174.4,Rural Rd,8,55,8.0,195643,307949
101875,US-60,174.4,Rural Rd,175.4,McClintock Dr,10,61,7.000000000000001,220194,346593
101876,US-60,175.4,McClintock Dr,176.5,SR-101 Exit 55 C-Ramp,9,54,14.000000000000002,186738,293932
101877,US-60,176.5,SR-101 Exit 55 C-Ramp,177.4,Dobson Rd,8,54,6.0,162902,256413
101878,US-60,177.4,Dobson Rd,178.4,Alma School Rd,8,54,5.0,246297,387680
101879,US-60,178.4,Alma School Rd,179.4,SR-87,8,54,6.0,234822,369618
