Loc ID,Route,BMP,Start,EMP,End,K Factor %,D Factor %,T Factor %,AADT_1-AADT 2022,AADT_2-AADT 2042
101880,US-60,179.4,SR-87,180.4,Mesa Dr,8,57,6.0,241816,380627
101881,US-60,180.4,Mesa Dr,181.4,Stapley Dr,8,56,6.0,242887,382313
101882,US-60,181.4,Stapley Dr,182.4,Gilbert Rd,9,59,8.0,227606,358260
101883,US-60,182.4,Gilbert Rd,184.4,Val Vista Dr,9,56,7.000000000000001,218402,289498
101884,US-60,184.4,Val Vista Dr,185.4,Greenfield Mes Rd,6,57,1.0,207938,327302
101885,US-60,185.4,Greenfield Mes Rd,186.4,Higley Rd,8,55,7.000000000000001,199929,314695
101886,US-60,186.4,Higley Rd,187.9,Superstition Springs Blvd,8,54,7.000000000000001,175007,275467
101887,US-60,187.9,Superstition Springs Blvd,188.4,Power Rd,10,57,12.0,165434,260399
101888,US-60,188.4,Power Rd,189.4,Sossaman Rd,6,51,7.000000000000001,172122,270926
101889,US-60,189.4,Sossaman Rd,190.5,SR-202 nonCard,8,64,8.0,98714,155379
101890,US-60,190.5,SR-202 nonCard,191.4,Ellsworth Rd,4,56,9.0,77964,122718
101891,US-60,191.4,Ellsworth Rd,192.4,Crismon Rd,6,62,6.0,122982,193578
101892,US-60,192.4,Crismon Rd,193.4,Signal Butte Rd,7,68,7.000000000000001,114844,180768
101893,US-60,193.4,Signal Butte Rd,195.4,S Ironwood Dr,9,66,8.0,77864,131396
101894,US-60,195.4,S Ironwood Dr,196.4,SR-88,8,58,9.0,58889,148045
101895,US-60,196.4,SR-88,197.4,S Tomahawk Rd,8,62,10.0,41433,61859
101896,US-60,197.4,S Tomahawk Rd,198.4,S Goldfield Rd,8,58,10.0,38225,96096
101897,US-60,198.5,S Goldfield Rd,199.5,S Mountain View Rd,8,60,8.0,33345,83828
101898,US-60,199.6,S Mountain View Rd,201.1,S Superstition Mountai Dr,11,61,8.0,34770,87411
101899,US-60,201.2,S Superstition Mountai Dr,202,E The View Blvd,8,52,9.0,26279,64788
101900,US-60,202,E The View Blvd,202.7,S Kings Ranch Rd,8,56,9.0,23847,54690
101901,US-60,202.7,S Kings Ranch Rd,204.2,E Peralta Rd SB,9,72,8.0,23049,52860
101902,US-60,204.2,E Peralta Rd SB,208.3,E El Camino Viejo,7,56,14.000000000000002,15498,33077
101903,US-60,208.3,E El Camino Viejo,212.3,SR-79,10,53,13.0,16498,37836
101904,US-60,212.2,SR-79,214.2,N Queen Valley Rd,5,62,12.0,16950,38873
101905,US-60,214.1,N Queen Valley Rd,225.6,S Panther Dr,10,50,13.0,11259,24030
101906,US-60,225.6,S Panther Dr,226.9,SR-177,7,60,41.0,6998,14936
101907,US-60,227,SR-177,242.9,S Mackey Camp Rd,7,61,16.0,8079,17243
101908,US-60,242.9,S Mackey Camp Rd,244.2,N Miami Ave,9,50,12.0,9270,11731
101909,US-60,244.4,N Miami Ave,245.6,S New St,6,54,5.0,14121,21380
101911,US-60,245.6,S New St,247.1,SR-188,9,53,6.0,14711,22273
101912,US-60,247,SR-188,248.2,N Escudilla Dr,9,53,9.0,18538,41650
101914,US-60,248.2,N Escudilla Dr,249.4,W Evans St,8,54,7.000000000000001,21746,27519
101916,US-60,249.5,W Evans St,250,W Silver St,8,53,7.000000000000001,23613,53052
101918,US-60,250.1,W Silver St,250.5,W Cedar St,8,54,7.000000000000001,19771,44420
101920,US-60,250.5,W Cedar St,251.1,S Hill St,6,53,8.0,17823,40043
101922,US-60,251,S Hill St,252.1,US-70,10,57,10.0,16103,36179
101924,US-60,252,US-70,255.6,E Fairgrounds Rd,7,52,12.0,3569,9045
101926,US-60,255.6,E Fairgrounds Rd,318.2,SR-73,20,72,12.0,3004,3982
101927,US-60,318.2,SR-73,336.8,Rim Rd,7,60,28.000000000000004,2784,4082
101928,US-60,336.9,Rim Rd,338.9,S Summit Trl,10,50,7.000000000000001,3049,5615
101929,US-60,338.9,S Summit Trl,339.7,SR-260,10,50,7.000000000000001,6605,8086
101930,US-60,339.7,SR-260,340.9,N Central Ave,9,57,9.0,17086,22268
101932,US-60,340.8,N Central Ave,341.7,SR-260,10,53,12.0,20705,38128
101934,US-60,341.7,SR-260,342.3,SR-77,9,60,11.0,17248,31762
101936,US-60,342.3,SR-77,342.9,N 32nd St,9,63,18.0,5153,6716
101937,US-60,342.9,N 32nd St,344.9,Little Mormon Lake Rd,10,68,12.0,9396,17303
101938,US-60,344.9,Little Mormon Lake Rd,347.1,Bourdon Ranch Rd,9,67,14.000000000000002,7792,12241
101939,US-60,347.2,Bourdon Ranch Rd,353.2,SR-61,10,62,9.0,6478,9460
101940,US-60,353.2,SR-61,356.4,County 3148 Rd,9,53,12.0,3737,6363
101941,US-60,356.4,County 3148 Rd,361.3,County 3149 Rd,9,55,9.0,2644,4502
101942,US-60,361.3,County 3149 Rd,364.3,County N3540 Rd,9,64,11.0,2083,3547
101943,US-60,364.3,County N3540 Rd,384.5,US-180,9,61,11.0,1966,2612
101944,US-60,384.5,US-180,387.8,S Mountain Ave,10,51,15.0,3438,6090
101945,US-60,387.8,S Mountain Ave,388.7,US-180,10,53,8.0,6576,9535
101947,US-60,388.7,US-180,389.1,B St,12,56,15.0,1801,3190
101948,US-60,389,B St,401.9,New Mexico State Line,13,63,32.0,878,1166
102018,US-64,465.2,US-160,469.4,New Mexico State Line,8,61,23.0,2290,3630
102019,US-70,252,US-60,252.8,E Hunter Dr,9,53,11.0,10037,22550
102021,US-70,252.8,E Hunter Dr,253.4,E High Desert Dr,9,54,11.0,8753,11077
102023,US-70,253.4,E High Desert Dr,254.1,SR-77,11,52,17.0,6166,13853
102024,US-70,254.1,SR-77,259.5,13 Route 6,8,51,15.0,7508,19028
102025,US-70,259.5,13 Route 6,271.3,Reservation 3 Ext Rd,8,55,17.0,6193,8210
102026,US-70,272,U070-13,272.6,13 Route 110,23,56,6.0,9802,14420
102027,US-70,271.3,Reservation 3 Ext Rd,272,U070-13,8,56,13.0,6526,9600
102028,US-70,272.6,13 Route 110,301.5,N Wilson Ranch Rd,7,63,25.0,2940,4101
102029,US-70,301.5,N Wilson Ranch Rd,313.4,W Klondyke Rd,8,53,28.000000000000004,3521,5180
102030,US-70,313.4,W Klondyke Rd,328.9,N Patterson Mesa Rd,7,52,27.0,3757,5527
102031,US-70,328.9,N Patterson Mesa Rd,330.4,S 300 W,9,53,23.0,5460,8032
102032,US-70,330.4,S 300 W,330.7,N Main St,10,50,14.000000000000002,6218,10015
102034,US-70,330.7,N Main St,331.3,E 200 S,8,51,17.0,8534,13745
102036,US-70,331.3,E 200 S,331.8,S 600 E,8,54,16.0,10002,16109
102038,US-70,331.8,S 600 E,335.6,N Reay Ln,8,56,13.0,10274,13655
102040,US-70,335.6,N Reay Ln,336,N College Ave,8,54,9.0,12409,19986
102042,US-70,336,N College Ave,336.6,N 1st Ave,8,56,9.0,14198,22868
102044,US-70,336.6,N 1st Ave,337.9,S 20th Ave,10,56,17.0,17899,28829
102046,US-70,338,S 20th Ave,338.4,S 14th Ave,10,52,14.000000000000002,21501,34630
102048,US-70,338.5,S 14th Ave,339,S 8th Ave,10,51,7.000000000000001,21316,34332
102050,US-70,339,S 8th Ave,339.4,US-191,9,50,8.0,16699,26896
102052,US-70,339.4,US-191,339.8,E Main St,10,56,10.0,13456,21673
102054,US-70,339.8,E Main St,340.1,E Hollywood Rd,8,50,9.0,14272,22987
102056,US-70,340.1,E Hollywood Rd,341.9,S Lois Ln,11,56,11.0,8642,12713
102057,US-70,341.9,S Lois Ln,344.4,S Bowie Ave,11,64,13.0,6912,9187
102058,US-70,344.4,S Bowie Ave,346.4,E San Jose Rd,11,61,32.0,6201,9122
102059,US-70,346.4,E San Jose Rd,349.5,US-191,10,63,21.0,4894,6827
102060,US-70,349.5,US-191,378.5,Wilson St,10,55,20.0,1063,1483
102061,US-70,378.5,Wilson St,378.9,SR-75,10,53,17.0,1606,4818
102063,US-70,378.9,SR-75,379.4,Second St,9,63,12.0,2613,7839
102062,US-70,379.4,Second St,379.9,Seventh St,9,54,18.0,1521,4563
102064,US-70,379.8,Seventh St,385.2,Safford 8451 DB,9,53,28.000000000000004,1056,1366
102065,US-89,418.5,SR-40B nonCard,420.3,East Flagstaff Mall Entrance,7,58,9.0,27742,52145
102066,US-89,420.3,East Flagstaff Mall Entrance,420.6,Townsend Winona Rd,9,55,10.0,27150,41487
102068,US-89,420.7,Townsend Winona Rd,422.7,Silver Saddle Rd,10,59,14.000000000000002,17597,33076
102070,US-89,422.8,Silver Saddle Rd,426.8,Brandis Way,7,55,15.0,11130,12996
102072,US-89,426.8,Brandis Way,444.8,FS 545 Rd,8,51,9.0,8162,9530
102073,US-89,444.8,FS 545 Rd,457.1,Indian Route 6150,12,51,9.0,7681,8969
102074,US-89,457.1,Indian Route 6150,465.2,SR-64,9,66,19.0,6024,9205
102075,US-89,465.2,SR-64,480.8,US-160,9,51,11.0,8930,10427
102076,US-89,481,US-160,497.8,Indian Route 20,13,54,14.000000000000002,4561,6970
102320,US-89,498.1,Indian Route 20,524.1,US-89 Exit 524 C-Ramp,10,54,30.0,3383,3950
102077,US-89,524.3,US-89 Exit 524 C-Ramp,546.2,SR-98,13,53,11.0,4689,7165
102078,US-89,546.2,SR-98,546.9,Haul Rd,9,56,14.000000000000002,5759,10825
102079,US-89,546.9,Haul Rd,547.2,SR-89L,9,53,5.0,10004,18804
102080,US-89,547.2,SR-89L,548.5,SR-89L,9,52,7.000000000000001,6559,12328
102081,US-89,548.5,SR-89L,549.8,Wahweap Rd and Visitor Center entrance,9,51,20.0,7955,12156
102082,US-89,549.7,Wahweap Rd and Visitor Center entrance,556.8,Utah State Line,9,57,28.999999999999996,5361,6260
102096,US-93,0.5,Kingman 8650 DB,1.9,US-93X,8,54,25.0,19650,30397
102084,US-93,2.4,US-93X,41.6,N Pierce Ferry Rd,13,54,28.000000000000004,17763,25989
102085,US-93,41.8,N Pierce Ferry Rd,52.7,W Chloride Rd,13,58,26.0,15823,24477
102086,US-93,52.7,W Chloride Rd,62,W Champion Mine Rd,13,58,26.0,15823,24477
102087,US-93,62,W Champion Mine Rd,67,SR-68,13,58,13.0,15866,24543
102088,US-93,67,SR-68,71,I-40 Exit 48 C-Ramp,8,50,28.999999999999996,30889,42159
102098,SR-40B (0),52.4,I-40 Exit 48 A-Ramp,52.7,Grandview Ave,9,51,8.0,8689,11859
102089,US-93,91.4,I-40 Exit 71 A-Ramp,123.7,E Chicken Springs Rd,13,59,24.0,10203,14928
102090,US-93,123.7,E Chicken Springs Rd,154.8,SR-97,10,67,37.0,9478,13867
102091,US-93,155.2,SR-97,182.9,SR-71,7,63,38.0,9275,14154
102092,US-93,182.9,SR-71,192.1,Unidrd Wickenburg,8,57,38.0,9217,14873
102093,US-93,192.1,Unidrd Wickenburg,193.6,SR-89,7,64,31.0,13060,21074
102094,US-93,193.6,SR-89,196.1,N Vulture Mine Rd,12,59,16.0,14444,22042
102095,US-93,196.2,N Vulture Mine Rd,198.5,Tegner Rd,8,60,11.0,15111,27020
102290,US-93,198.2,Tegner Rd,199.4,US 60 - Wickenburg,7,61,8.0,14274,25524
102104,US-95,0.5,N Main St NB,0.6,US-95 nonCard,7,56,4.0,20771,30087
102106,US-95,0.6,US-95 nonCard,1.7,E County 22nd St S,10,63,3.0,14258,15227
102108,US-95,1.7,E County 22nd St S,2.7,W County 21st St S,8,68,7.000000000000001,18142,27184
102110,US-95,2.7,W County 21st St S,4.7,W 7th Ave,8,68,3.0,17731,26568
102112,US-95,4.7,W 7th Ave,7.4,W County 17th St S,8,63,5.0,11952,18300
102114,US-95,7.4,W County 17th St S,10.2,S Avenue G,7,59,3.0,14089,21111
102116,US-95,10.2,S Avenue G,11.5,N Cesar Chavez Ave,8,58,5.0,8297,12018
102118,US-95,11.5,N Cesar Chavez Ave,11.8,N Carlisle Ave,9,57,10.0,10820,15673
102120,US-95,11.8,N Carlisle Ave,12,Highway 95,8,58,8.0,14649,21219
102122,US-95,12,Highway 95,12.5,S Avenue E,9,56,5.0,15048,16071
102124,US-95,12.5,S Avenue E,14.3,S Avenue C,9,56,4.0,18728,20001
102126,US-95,14.3,S Avenue C,15.9,W County 15th St S,9,72,4.0,14296,15268
102128,US-95,15.9,W County 15th St S,16.9,W County 14th St S,9,63,4.0,16511,23916
102130,US-95,16.9,W County 14th St S,17.9,W County 13th St S,9,59,3.0,16191,24260
102132,US-95,17.9,W County 13th St S,18.9,W County 12th St S,9,59,8.0,16758,17897
102134,US-95,18.9,W County 12th St S,19.9,Highway 95,9,59,4.0,18058,19285
102136,US-95,19.9,Highway 95,21,W 24th St,9,51,10.0,18374,19623
102138,US-95,21,W 24th St,21.9,W 16th St,8,50,4.0,27602,40513
102140,US-95,21.9,W 16th St,22.9,S Avenue A,9,51,4.0,28999,42005
102142,US-95,22.9,S Avenue A,23.4,SR-8B,8,51,4.0,32546,34758
102144,US-95,23.4,SR-8B nonCard,23.9,S Arizona Ave,9,50,5.0,34700,50263
102146,US-95,23.9,S Arizona Ave,24.3,I-8 Exit 2 On/Off Ramp,9,51,16.0,41102,59536
102148,US-95,24.3,I-8 Exit 2 C-Ramp,24.9,S Pacific Ave,9,61,27.0,23955,25583
102150,US-95,24.9,S Pacific Ave,25.9,S Avenue 3 E,10,59,11.0,16614,17743
102152,US-95,25.9,S Avenue 3 E,27.6,S Avenue 5 E,10,59,10.0,12966,13847
102154,US-95,27.6,S Avenue 5 E,29.1,S Araby Rd,10,59,12.0,13062,13950
102156,US-95,29.1,S Araby Rd,29.6,S Avenue 7 E,10,69,11.0,14597,21872
102158,US-95,29.6,S Avenue 7 E,30.6,S Avenue 8 E,9,69,21.0,11502,17234
102160,US-95,30.6,S Avenue 8 E,31.6,S Avenue 9 E,11,55,16.0,10100,10787
102162,US-95,31.6,S Avenue 9 E,33.5,S Fortuna Rd,11,55,23.0,9230,13830
102163,US-95,33.5,S Fortuna Rd,40.3,E County 3rd St S,14,53,38.0,6986,7461
102164,US-95,40.3,E County 3rd St S,43.9,E Imperial Dam Rd,14,54,43.0,7348,11010
102165,US-95,43.9,E Imperial Dam Rd,46.6,N Martinez Lake Rd,14,54,53.0,4916,7366
102166,US-95,46.6,N Martinez Lake Rd,54.6,Castle Dome Mine Rd,10,69,7.000000000000001,2431,3722
102167,US-95,54.6,N Castle Dome Mine Rd,98.3,53rd St,15,53,27.0,1775,2718
102168,US-95,98.3,53rd St,103.8,W Kuehn St,32,55,24.0,3418,5403
102169,US-95,103.8,W Kuehn St,104.3,SR-95,10,62,34.0,2415,4188
102171,US-160,311.4,US-89,321.7,SR 264 - Tuba City,11,59,9.0,5724,6684
102172,US-160,321.8,SR 264 - Tuba City,322,Peshlakai Ave,8,54,19.0,6412,9798
102173,US-160,321.9,Peshlakai Ave,322.3,Warrior Dr,9,60,24.0,5429,8296
102174,US-160,322.2,Warrior Dr,343.6,BIA 21,12,52,10.0,4369,5101
102175,US-160,343.4,BIA 21,361.4,SR 98,10,51,15.0,3359,5133
102176,US-160,361.6,SR 98,374.3,SR-564,10,51,21.0,4347,6829
102177,US-160,374.3,SR-564,384.9,4.45 mi NE of Laguna Creek,11,51,19.0,4689,6848
102178,US-160,384.9,4.45 mi NE of Laguna Creek,393.5,US-163,11,53,19.0,4798,7538
102286,US-160,393.5,US-163,401.9,BIA 59,10,51,11.0,4533,7121
102179,US-160,401.9,BIA 59,413,7.05 mi SW of Laguna Creek,9,60,11.0,3127,4913
102287,US-160,413,7.05 mi SW of Laguna Creek,434.8,US-191,13,50,12.0,2939,3904
102180,US-160,434.8,US-191,437.2,US-191,9,60,14.000000000000002,3678,6262
102181,US-160,437.1,US-191,465.4,US-64,11,63,16.0,3324,4416
102182,US-160,465.3,US-64,470.7,New Mexico State Line,10,63,20.0,1860,3167
102183,US-163,393.3,US-160,394.6,BIA 6486,11,52,12.0,8882,13954
102185,US-163,394.8,BIA Rte 6485 - Kayenta,397.2,1 mi NE of Laguna Creek,5,59,15.0,2883,4901
102186,US-163,397.2,1 mi NE of Laguna Creek,416.7,Utah State Line,12,57,13.0,1998,3397
102188,US-180 (1),215.3,SR-40B nonCard,215.9,W Columbus Ave,12,51,15.0,8470,18088
102189,US-180 (1),215.9,W Columbus Ave,216.8,W Meade Ln,11,59,5.0,12038,20700
102190,US-180 (1),216.9,W Meade Ln,218.7,N Schultz Pass Rd,9,55,7.000000000000001,13145,28072
102191,US-180 (1),218.7,N Schultz Pass Rd,219.8,W Forest Hills Dr,9,54,6.0,6657,11387
102192,US-180 (1),219.9,W Forest Hills Dr,222.8,N Snow Bowl Rd,10,55,11.0,5102,8727
102193,US-180 (1),222.9,N Snow Bowl Rd,223.9,N Bader Rd,9,55,14.000000000000002,3560,5440
102194,US-180 (1),224,N Bader Rd,238.7,FS 523 Rd,11,55,15.0,1666,2546
102195,US-180 (1),238.8,FS 523 Rd,265.7,SR-64,15,71,8.0,1287,1992
102196,US-180 (2),307.3,SR-77,311.8,Old Woodruff Rd,11,52,31.0,876,1376
102197,US-180 (2),311.8,Old Woodruff Rd,324.8,Petrified Forest Rd,13,52,18.0,719,1054
102198,US-180 (2),324.9,Petrified Forest Rd,343.1,SR-180A,12,58,18.0,418,712
102199,US-180 (2),343.1,SR-180A,358.5,SR-61,12,58,13.0,445,705
102200,US-180 (2),364,SR-61,366.5,S 24th W,10,59,9.0,2048,3487
102201,US-180 (2),366.6,S 24th W,367.6,N 13th W,10,59,10.0,2811,4979
102202,US-180 (2),367.6,N 13th W,368.5,N 2nd W,10,53,17.0,5277,9347
102203,US-180 (2),368.5,N 2nd W,368.9,US-191,10,53,7.000000000000001,4900,8680
102204,US-180 (2),368.9,US-191,369.7,W 7th S,9,55,8.0,1566,2774
102205,US-180 (2),369.8,W 7th S,370.4,S 7th W,11,52,9.0,1417,2510
102206,US-180 (2),370.5,S 7th W,380.3,SR-81,10,56,8.0,1478,2516
102207,US-180 (2),386.3,County 4162 Rd,394.3,US-180,13,64,8.0,1701,2896
102302,US-180 (2),380.3,SR-81,386.4,County 4162 Rd,11,53,19.0,1320,2247
102208,US-180 (2),400.4,US-60,401,E Slash 4th St,9,52,10.0,2368,4195
102209,US-180 (2),401.1,E Slash 4th St,402.4,SR-260,9,51,10.0,1789,2997
102210,US-180 (2),402.4,SR-260,417.3,County 2014 Rd,14,53,13.0,1520,2546
102211,US-180 (2),417.2,County 2014 Rd,426.4,US-191,11,54,21.0,1110,1760
102212,US-180 (2),426.4,US-191,433.3,New Mexico State Line,12,51,19.0,646,1100
102213,US-191,0,SR-80,3.9,W Glenn Rd,9,60,12.0,3433,5890
102214,US-191,3.9,W Glenn Rd,7.4,W Double Adobe Rd,10,67,9.0,3419,6002
102215,US-191,7.4,W Double Adobe Rd,18.3,W Davis Rd,10,66,13.0,1962,3195
102216,US-191,18.3,W Davis Rd,24.5,W Jefferson Rd,10,64,21.0,1278,2243
102217,US-191,24.4,W Jefferson Rd,38.1,SR-181,9,63,32.0,1728,2814
102218,US-191,38.1,SR-181,43,S Kansas Settlement Rd,9,52,30.0,1844,3237
102219,US-191,43,S Kansas Settlement Rd,48,E Treasure Rd,11,54,18.0,1178,2068
102220,US-191,48,E Treasure Rd,55.7,E Dragoon Trl,10,59,17.0,2121,3723
102221,US-191,55.6,E Dragoon Trl,66.5,I-10 Exit 331 G-Ramp,12,59,28.000000000000004,1325,2158
102222,US-191,87.5,I-10 Exit 352 C-Ramp,89.9,US-191Y,10,57,20.0,2452,3993
102223,US-191,90,US-191Y,104.4,SR-266,8,57,21.0,2860,3990
102224,US-191,104.4,SR-266,113.7,SR-366,8,55,19.0,2901,4047
102225,US-191,113.7,SR-366,118.8,E Solomon Rd,9,53,11.0,7459,10973
102226,US-191,118.8,E Solomon Rd,120.3,W Relation St,8,63,9.0,8018,10657
102228,US-191,120.3,W Relation St,121,US-70,7,54,13.0,9321,15013
102230,US-191,130.8,US-70,154.4,SR-75,13,66,12.0,4263,5947
102231,US-191,154.4,SR-75,162.9,Seventh St,15,79,7.000000000000001,5190,6721
102232,US-191,162.9,Seventh St,163.6,US-191X,15,79,14.000000000000002,8042,24126
102233,US-191,173,US-191X,207.4,Forest 501 Rd,26,100,22.0,27,35
102234,US-191,207.6,Forest 501 Rd,253.7,US-180,16,56,25.0,60,77
102235,US-191,315.5,US-180,320.5,County 6350 Rd,9,62,8.0,1245,1974
102236,US-191,320.6,County 6350 Rd,344.6,SR 61 - Witch Well,16,58,6.0,749,1187
102237,US-191,344.6,Globe 8355/Holbrook 8755 DB,368.4,I-40 Exit 339 A-Ramp,16,58,21.0,410,698
102238,US-191,374,I-40 Exit 333 J-Ramp,374.5,County 7060 Rd,11,58,10.0,942,1604
102239,US-191,374.4,County 7060 Rd,397.3,BIA Rte 28,10,66,24.0,835,1324
102240,US-191,397.1,BIA Rte 28,411.6,SR-264,9,55,21.0,1026,1747
102241,US-191,417.5,SR-264 nonCard,441.8,BIA 004,10,54,10.0,3023,4792
102242,US-191,441.8,BIA 004,446.7,BIA 102,15,52,13.0,4367,7435
102243,US-191,446.7,BIA 102,447.8,BIA Route 0007,10,61,5.0,8949,15237
102245,US-191,447.9,BIA Route 0007,461.8,BIA 59,10,62,11.0,4594,7822
102246,US-191,461.8,BIA 59,477.9,BIA012,9,52,12.0,1504,2384
102247,US-191,477.9,BIA Rte 12 - Round Rock,495.2,BIA Rte 35 - Rock Point,10,53,13.0,1155,1831
102248,US-191,495.1,BIA Rte 35 - Rock Point,510.3,US-160,9,57,13.0,1113,1895
102251,US-89A,523.9,US-89,538.2,Lees Ferry Rd,11,50,11.0,1445,2208
102252,US-89A,538.3,Lees Ferry Rd,579.2,SR-67,12,54,11.0,1101,1461
102253,US-89A,579.4,SR-67,607.6,Ryan Rd,11,60,28.000000000000004,1304,1993
102254,US-89A,607.7,Ryan Rd,609.2,SR-389,10,58,22.0,1632,2806
102306,US-89A,609.2,SR-389,610,McKinney St,8,50,20.0,5190,8925
102255,US-89A,610.1,McKinney St,613,Us Highway 89A,10,52,12.0,5072,8722
102256,US-191B,0,Douglas TB,0.3,E 5th St,9,59,19.0,13111,25772
102258,US-191B,0.3,E 5th St,0.6,E 8th St,9,50,20.0,12896,16013
102260,US-191B,0.6,E 8th St,0.7,E 10th St,10,51,16.0,13967,27455
102262,US-191B,0.7,E 10th St,1.1,SR-80,9,51,17.0,10085,19824
102264,US-95,0,E Urtuzuastegui St,0.4,E D St EB,8,51,2.0,12035,17433
102265,US-95,0,E D St EB,0.4,N Main St NB,9,63,1.0,17003,18159
102266,US-60X,159.9,US-60,160.6,23rd Ave,9,68,10.0,29761,46845
102267,US-60X,160.6,23rd Ave,161.5,18th Ave,9,72,14.000000000000002,19627,36150
102280,US-191X,163.6,US-191,164.5,Chase Creek St,8,70,27.0,8885,26655
102281,US-191X,164.9,Chase Creek St,167.4,Burro Alley,8,70,16.0,7637,9880
102282,US-191X,167.5,Burro Alley,169.1,Reduction Works Rd,10,74,17.0,7339,9478
102283,US-191X,169.1,Reduction Works Rd,171,Cedar St,19,51,74.0,1048,1356
102284,US-191X,171.3,Cedar St,178.9,US-191,16,54,10.0,324,418
102285,US-191Y,86.7,I-10 Exit 355 J-Ramp,90,US-191 nonCard,15,62,19.0,191,311
